id,text,username,hashtags,created_at,user followers count,replycount,retweetcount,likecount,quotecount,language,quotedtweet,inReplyToTweetId,inReplyToUser,mentionedUsers
1526182543514640385,"India lifts the Thomas Cup trophy for the first time in history..

#India #ThomasCup #ThomasCup2022",mme_consultant,"['India', 'ThomasCup', 'ThomasCup2022']",2022-05-16 12:47:28+00:00,211,0,0,0,0,en,,,,"India lifts the Thomas Cup trophy for the first time in history..

#India #ThomasCup #ThomasCup2022"
1526178161523687424,"According to you, the Thomas Cup win for India is the ______ moment for badminton

#ThomasCup #Victory #Badminton #India",ApolloXSports,"['ThomasCup', 'Victory', 'Badminton', 'India']",2022-05-16 12:30:03+00:00,42801,0,10,93,0,en,,,,"According to you, the Thomas Cup win for India is the ______ moment for badminton

#ThomasCup #Victory #Badminton #India"
1526164588437585920,"NOW WE ARE WORLD CHAMPIONS IN BADMINTON TOO. 🇮🇳🏆

#ThomasCup #ThomasCup2022 #BadmintonIndonesia #proudindian #India",Ujjwal__25,"['ThomasCup', 'ThomasCup2022', 'BadmintonIndonesia', 'proudindian', 'India']",2022-05-16 11:36:07+00:00,9,0,1,2,0,en,,,,"NOW WE ARE WORLD CHAMPIONS IN BADMINTON TOO. 🇮🇳🏆

#ThomasCup #ThomasCup2022 #BadmintonIndonesia #proudindian #India"
1526163133865545728,"A historic and a proud moment for Indian Badminton team 🏸  for winning the Thomas Cup 🏆❤️
#Badminton #Champions #india",parthib_pal,"['Badminton', 'Champions', 'india']",2022-05-16 11:30:20+00:00,2,0,0,1,0,en,,,,"A historic and a proud moment for Indian Badminton team 🏸  for winning the Thomas Cup 🏆❤️
#Badminton #Champions #india"
1526161667473948674,"Many congratulations to our Badminton team on the historical #ThomasCup victory. A fine performance that will be etched in our memories forever. My best wishes to all our players on a very successful future ahead.

#ThomasCup2022 #ThomasCup #WINNER #India",yashmistryin,"['ThomasCup', 'ThomasCup2022', 'ThomasCup', 'WINNER', 'India']",2022-05-16 11:24:30+00:00,219,0,0,1,0,en,,,,"Many congratulations to our Badminton team on the historical #ThomasCup victory. A fine performance that will be etched in our memories forever. My best wishes to all our players on a very successful future ahead.

#ThomasCup2022 #ThomasCup #WINNER #India"
1526134869319090176,Jeena congratulates our 'Bad' boys for bringing #India the honor of winning its first-ever #ThomasCup. It is truly a watershed moment for the #Indianbadminton team. Kudos #TeamIndia 🇮🇳 #ThomasCup2022 #IndiaontheRise @BAI_Media,JeenaGlobal,"['India', 'ThomasCup', 'Indianbadminton', 'TeamIndia', 'ThomasCup2022', 'IndiaontheRise']",2022-05-16 09:38:01+00:00,114,1,1,5,1,en,,,,Jeena congratulates our 'Bad' boys for bringing #India the honor of winning its first-ever #ThomasCup. It is truly a watershed moment for the #Indianbadminton team. Kudos #TeamIndia 🇮🇳 #ThomasCup2022 #IndiaontheRise @BAI_Media
1526128246517284864,Congratulations Team India on winning the Thomas Cup 🇮🇳🏆👏 #India #Congratulations,Dhruvofficial_7,"['India', 'Congratulations']",2022-05-16 09:11:42+00:00,830,0,0,2,0,en,,,,Congratulations Team India on winning the Thomas Cup 🇮🇳🏆👏 #India #Congratulations
1526123785010618370,"Congratulations To the Indian Badminton team For winning the Thomas Cup @BadmintonIndia @lakshya_sen 
🏸🏸🏸🏸🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳
#Badminton #ThomasCup2022 #TeamIndia #India",parasmehra11,"['Badminton', 'ThomasCup2022', 'TeamIndia', 'India']",2022-05-16 08:53:59+00:00,12,0,0,0,0,en,,,,"Congratulations To the Indian Badminton team For winning the Thomas Cup @BadmintonIndia @lakshya_sen 
🏸🏸🏸🏸🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳
#Badminton #ThomasCup2022 #TeamIndia #India"
1526122318694522880,"We wanted it to win for the #nation, &amp; the next generation: Badminton Player #Prannoy HS as #India won a historic #gold at the #Thomas Cup 2022",timesofindia,"['nation', 'Prannoy', 'India', 'gold', 'Thomas']",2022-05-16 08:48:09+00:00,14429505,0,1,17,0,en,,1.526122315833979e+18,https://twitter.com/timesofindia,"We wanted it to win for the #nation, &amp; the next generation: Badminton Player #Prannoy HS as #India won a historic #gold at the #Thomas Cup 2022"
1526121052073390080,"#Thailand: In badminton India won the Thomas Cup for the first time in its 73-year history.

#ThomasCup #Badminton #India",Shakilaqthar,"['Thailand', 'ThomasCup', 'Badminton', 'India']",2022-05-16 08:43:07+00:00,43,0,0,2,0,en,,,,"#Thailand: In badminton India won the Thomas Cup for the first time in its 73-year history.

#ThomasCup #Badminton #India"
1526116710058958848,"@MirrorNow @karishmasingh22 @lakshya_sen Congratulations Indian men's badminton team on their historic win of the '#ThomasCup'. 
#India #WINNER #Badminton",Hopcharge,"['ThomasCup', 'India', 'WINNER', 'Badminton']",2022-05-16 08:25:52+00:00,891,0,0,0,0,en,,1.5261160441922273e+18,https://twitter.com/MirrorNow,"@MirrorNow @karishmasingh22 @lakshya_sen Congratulations Indian men's badminton team on their historic win of the '#ThomasCup'. 
#India #WINNER #Badminton"
1526114530430177280,"The Indian men's badminton team lifts the Thomas Cup trophy for the first time in history, by winning against Indonesia (14-time champion)!
Congratulations #TeamIndia! 🥳

#ThomasCup2022 #ThomasUberCup2022 #TeamIndia #India #MondayMotivation #fleek",getfleekdotapp,"['TeamIndia', 'ThomasCup2022', 'ThomasUberCup2022', 'TeamIndia', 'India', 'MondayMotivation', 'fleek']",2022-05-16 08:17:12+00:00,176,0,2,7,0,en,,,,"The Indian men's badminton team lifts the Thomas Cup trophy for the first time in history, by winning against Indonesia (14-time champion)!
Congratulations #TeamIndia! 🥳

#ThomasCup2022 #ThomasUberCup2022 #TeamIndia #India #MondayMotivation #fleek"
1526110643492777984,"ऐतिहासिक विजय!

भारतीय बैडमिंटन टीम को थॉमस कप जीतने की हार्दिक बधाई।

टीम के सभी सदस्यों को स्वर्णिम भविष्य हेतु ढेरों मंगलकामनाएं।

जय​ हिंद!
#ThomasCup 
#ThomasCup2022 
@BadmintonIndia 
#sports 
#India",im_priyans,"['ThomasCup', 'ThomasCup2022', 'sports', 'India']",2022-05-16 08:01:45+00:00,10,0,0,3,0,hi,,,,"ऐतिहासिक विजय!

भारतीय बैडमिंटन टीम को थॉमस कप जीतने की हार्दिक बधाई।

टीम के सभी सदस्यों को स्वर्णिम भविष्य हेतु ढेरों मंगलकामनाएं।

जय​ हिंद!
#ThomasCup 
#ThomasCup2022 
@BadmintonIndia 
#sports 
#India"
1526107938179661824,"#ThomasCup2022 #ThomasCup What an achievement boys!! The way #Chiragshetty and #Sathviksairaj came back in the second game was phenomenal! This is to all sports channels, please give all sports its due and not just cricket! Congratulations team #india #Badminton!!",prat308,"['ThomasCup2022', 'ThomasCup', 'Chiragshetty', 'Sathviksairaj', 'india', 'Badminton']",2022-05-16 07:51:00+00:00,26,0,0,0,0,en,,,,"#ThomasCup2022 #ThomasCup What an achievement boys!! The way #Chiragshetty and #Sathviksairaj came back in the second game was phenomenal! This is to all sports channels, please give all sports its due and not just cricket! Congratulations team #india #Badminton!!"
1526105984556380160,"#thomascup2022 #thomascup #teamindia #victory #india #win #congratulations #indianbadminton
#badminton #proudmoment #fiverivers",PBAgroOfficial,"['thomascup2022', 'thomascup', 'teamindia', 'victory', 'india', 'win', 'congratulations', 'indianbadminton', 'badminton', 'proudmoment', 'fiverivers']",2022-05-16 07:43:15+00:00,888,0,0,0,0,qht,,1.5261059094279619e+18,https://twitter.com/PBAgroOfficial,"#thomascup2022 #thomascup #teamindia #victory #india #win #congratulations #indianbadminton
#badminton #proudmoment #fiverivers"
1526089973727866880,"Sincere congratulations to #teamindia for creating history by winning the #thomascup badminton Finals. ✌️✌️

Outstanding glory for Telugu boys @srikidambi &amp; @satwiksairaj who are making us all proud.

#India #ThomasCup #ThomasCup2022 #badmintonindia",ensivosolutions,"['teamindia', 'thomascup', 'India', 'ThomasCup', 'ThomasCup2022', 'badmintonindia']",2022-05-16 06:39:37+00:00,104,0,0,0,0,en,,,,"Sincere congratulations to #teamindia for creating history by winning the #thomascup badminton Finals. ✌️✌️

Outstanding glory for Telugu boys @srikidambi &amp; @satwiksairaj who are making us all proud.

#India #ThomasCup #ThomasCup2022 #badmintonindia"
1526083863671296002,"India lifts the Thomas Cup trophy for the first time in history! We're going nuts with happiness. 

#Kazookaa #India #ThomasCup2022 #ThomasCup #TeamIndia #Badminton",kazookaa,"['Kazookaa', 'India', 'ThomasCup2022', 'ThomasCup', 'TeamIndia', 'Badminton']",2022-05-16 06:15:21+00:00,35,0,0,1,0,en,,,,"India lifts the Thomas Cup trophy for the first time in history! We're going nuts with happiness. 

#Kazookaa #India #ThomasCup2022 #ThomasCup #TeamIndia #Badminton"
1526078478780493824,"बैडमिंटन में भारत ने रचा इतिहास, पहली बार जीता थॉमस कप।

समस्त भारतीय खिलाड़ियों को हार्दिक बधाई एवं शुभकामनाएं।
 देश को अपने खिलाड़ियों पर गर्व हैं।
 #India #ThomasCup #Badminton",iraghuvanshd,"['India', 'ThomasCup', 'Badminton']",2022-05-16 05:53:57+00:00,455,0,1,2,0,hi,,,,"बैडमिंटन में भारत ने रचा इतिहास, पहली बार जीता थॉमस कप।

समस्त भारतीय खिलाड़ियों को हार्दिक बधाई एवं शुभकामनाएं।
 देश को अपने खिलाड़ियों पर गर्व हैं।
 #India #ThomasCup #Badminton"
1526077100197056513,"Teams with most Thomas Cup titles: 

Indonesia - 14
China - 10
Malaysia - 5 
Denmark - 1 
Japan - 1
India - 1*.

- India now creates the 1983 WC moment in Badminton.
#BadmintonIndonesia Indonesia #India #indiegame",raviraj_08,"['BadmintonIndonesia', 'India', 'indiegame']",2022-05-16 05:48:28+00:00,142,0,1,4,0,en,,,,"Teams with most Thomas Cup titles: 

Indonesia - 14
China - 10
Malaysia - 5 
Denmark - 1 
Japan - 1
India - 1*.

- India now creates the 1983 WC moment in Badminton.
#BadmintonIndonesia Indonesia #India #indiegame"
1526072968324915201,"#Badminton  #India 
Congratulations Team India on winning Thomas cup from Indonesia. Long awaited and well deserved.",GaneshMorde9,"['Badminton', 'India']",2022-05-16 05:32:03+00:00,2,0,0,0,0,en,,,,"#Badminton  #India 
Congratulations Team India on winning Thomas cup from Indonesia. Long awaited and well deserved."
1526069873310576645,"भारतीय पुरुष बैडमिंटन टीम ने रविवार को इतिहास रच दिया। टीम ने 73 साल में पहली बार थॉमस कप जीता, वो भी उस इंडोनेशिया को हराकर, जिसने 14 बार इस खिताब को हासिल किया है। भारत ने इंडोनेशियाई टीम को 3-0 से मात दी ........
.
.
#batminton #india #Proud #proudmoment #ThomasCup",Pankaj73448260,"['batminton', 'india', 'Proud', 'proudmoment', 'ThomasCup']",2022-05-16 05:19:45+00:00,1,0,0,0,0,hi,,,,"भारतीय पुरुष बैडमिंटन टीम ने रविवार को इतिहास रच दिया। टीम ने 73 साल में पहली बार थॉमस कप जीता, वो भी उस इंडोनेशिया को हराकर, जिसने 14 बार इस खिताब को हासिल किया है। भारत ने इंडोनेशियाई टीम को 3-0 से मात दी ........
.
.
#batminton #india #Proud #proudmoment #ThomasCup"
1526069085410275328,"Congratulations team India! 🇮🇳 
#ThomasCup #TeamIndia #India",roshan_devs,"['ThomasCup', 'TeamIndia', 'India']",2022-05-16 05:16:37+00:00,3,0,0,0,0,en,,,,"Congratulations team India! 🇮🇳 
#ThomasCup #TeamIndia #India"
1526067802041245696,Congratulations to #India specially our badminton team for #ThomasCup,rahul__0409,"['India', 'ThomasCup']",2022-05-16 05:11:31+00:00,37,0,0,0,0,en,,,,Congratulations to #India specially our badminton team for #ThomasCup
1526060143888461824,"Is the Thomas Cup Win as bright and big as 1983 Cricket World Cup Win for India?
#ThomasCup2022 #ThomasCup #Badminton #IndiaontheRise #India",SportsBiznet,"['ThomasCup2022', 'ThomasCup', 'Badminton', 'IndiaontheRise', 'India']",2022-05-16 04:41:05+00:00,87,0,0,1,0,en,,,,"Is the Thomas Cup Win as bright and big as 1983 Cricket World Cup Win for India?
#ThomasCup2022 #ThomasCup #Badminton #IndiaontheRise #India"
1526059908809969666,"@BadmintonTalk #India being the champion of the #ThomasCup  this edition is good for badminton, so #Indonesia doesn't have to be overly lamenting about its defeat",AbabylAna,"['India', 'ThomasCup', 'Indonesia']",2022-05-16 04:40:09+00:00,4,0,0,0,0,en,,1.5257798331243192e+18,https://twitter.com/BadmintonTalk,"@BadmintonTalk #India being the champion of the #ThomasCup  this edition is good for badminton, so #Indonesia doesn't have to be overly lamenting about its defeat"
1526057876120162305,"Proud moment for us..
#India
#ThomasCup",crazy_neelu88,"['India', 'ThomasCup']",2022-05-16 04:32:05+00:00,8964,4,2,21,0,en,,,,"Proud moment for us..
#India
#ThomasCup"
1526053409836699649,"भारत द्वारा बैडमिंटन में थाॅमस कप🏆 जीतने पर बधाइयाँ...💐💐🥰🤜🏻🤛🏻

#ThomasCup #ThomasCup2020 #India",Dausa_vale,"['ThomasCup', 'ThomasCup2020', 'India']",2022-05-16 04:14:20+00:00,3732,0,0,2,0,hi,,,,"भारत द्वारा बैडमिंटन में थाॅमस कप🏆 जीतने पर बधाइयाँ...💐💐🥰🤜🏻🤛🏻

#ThomasCup #ThomasCup2020 #India"
1526051049701724160,"A 'Srikanth' in  #India's #epoch_making moments.

1983 = K(rishnamachari) Srikanth.#WCfinal against #WestIndies. He became the highest scorer eventually, on both the sides.

2022 #ThomasCup. K(idambi) Srikanth. Undefeated. He clinched the Cup from 14-time champion #Indonesia.",shankar6763,"['India', 'epoch_making', 'WCfinal', 'WestIndies', 'ThomasCup', 'Indonesia']",2022-05-16 04:04:57+00:00,744,0,1,0,0,en,,,,"A 'Srikanth' in  #India's #epoch_making moments.

1983 = K(rishnamachari) Srikanth.#WCfinal against #WestIndies. He became the highest scorer eventually, on both the sides.

2022 #ThomasCup. K(idambi) Srikanth. Undefeated. He clinched the Cup from 14-time champion #Indonesia."
1526048407889924097,"#ThomasCup2022 
#ThomasCup 
#India 
#Champions",MohitMi67821167,"['ThomasCup2022', 'ThomasCup', 'India', 'Champions']",2022-05-16 03:54:27+00:00,214,0,0,0,0,qht,,,,"#ThomasCup2022 
#ThomasCup 
#India 
#Champions"
1526046353729589249,"India becomes only the 6th nation to ever win the #ThomasCup🔥

Indonesia: 14
China: 10
Malaysia: 5 
Denmark: 1 
Japan: 1

And now India joins the list!❤️ #India 🇮🇳",MUpadhyayIndia,"['ThomasCup', 'India']",2022-05-16 03:46:17+00:00,368,0,0,2,0,en,,,,"India becomes only the 6th nation to ever win the #ThomasCup🔥

Indonesia: 14
China: 10
Malaysia: 5 
Denmark: 1 
Japan: 1

And now India joins the list!❤️ #India 🇮🇳"
1526046132098375681,"#BREAKING: भारत ने बैडमिंटन में रच दिया इतिहास, पहली बार जीता Thomas Cup, पूरे देश में ख़ुशी की लहर 

#India #Indonesia #ThomasCup",PawanRajaG,"['BREAKING', 'India', 'Indonesia', 'ThomasCup']",2022-05-16 03:45:25+00:00,290,0,0,1,0,hi,,,,"#BREAKING: भारत ने बैडमिंटन में रच दिया इतिहास, पहली बार जीता Thomas Cup, पूरे देश में ख़ुशी की लहर 

#India #Indonesia #ThomasCup"
1526044443756769281,"Goosebumps 🥰
Indian Badminton Team singing National Anthem after winning Thomas World Cup
Jai Hind 🇮🇳❤️💪
#ThomasCup #India #Badminton #IndiavsIndonesia",Er_Mohit_Gunial,"['ThomasCup', 'India', 'Badminton', 'IndiavsIndonesia']",2022-05-16 03:38:42+00:00,74,0,0,2,0,en,,,,"Goosebumps 🥰
Indian Badminton Team singing National Anthem after winning Thomas World Cup
Jai Hind 🇮🇳❤️💪
#ThomasCup #India #Badminton #IndiavsIndonesia"
1526031650752057348,"@JustinTrudeau Sir,

This is called terrorism by terrorists
Wh R U. U khalistani happy in India... otherwise under Mughal ruler aera you can't even speak.
 @theJagmeetSingh ,

#ThomasCup
#India

* Second attack on Sikhs in 8 months: * 2 Sikhs shot dead in Peshawar, Pakistan",palakkumar5763,"['ThomasCup', 'India']",2022-05-16 02:47:52+00:00,99,0,0,0,0,en,,,,"@JustinTrudeau Sir,

This is called terrorism by terrorists
Wh R U. U khalistani happy in India... otherwise under Mughal ruler aera you can't even speak.
 @theJagmeetSingh ,

#ThomasCup
#India

* Second attack on Sikhs in 8 months: * 2 Sikhs shot dead in Peshawar, Pakistan"
1526031268411953152,"भारत ने बैडमिंटन में थाॅमस कप🏆 जीतने पर, बधाइयाँ,💐💐

#ThomasCup #ThomasCup2020 #India",Kanhaiy91163610,"['ThomasCup', 'ThomasCup2020', 'India']",2022-05-16 02:46:21+00:00,278,1,7,40,0,hi,,,,"भारत ने बैडमिंटन में थाॅमस कप🏆 जीतने पर, बधाइयाँ,💐💐

#ThomasCup #ThomasCup2020 #India"
1526029971155984384,"What an achievement #ThomasCup win … after 73 yrs india wins thomas cup for the first time .  #Badminton 
#India 
#IndianBadminton",chetanborwankar,"['ThomasCup', 'Badminton', 'India', 'IndianBadminton']",2022-05-16 02:41:12+00:00,39,0,0,0,0,en,,,,"What an achievement #ThomasCup win … after 73 yrs india wins thomas cup for the first time .  #Badminton 
#India 
#IndianBadminton"
1526028712474718208,Thank you @narendramodi for helping #India win the #ThomasCup your #Coaching your #experience and your #guidance has helped India achieve the #impossible @bjp4growth @BJP4Delhi @ArvindKejriwal @sardesairajdeep @RahulGandhi @GujjuMafia @kamaalrkhan #IndiawinsThomasCup @PMOIndia,citizen_ncr,"['India', 'ThomasCup', 'Coaching', 'experience', 'guidance', 'impossible', 'IndiawinsThomasCup']",2022-05-16 02:36:11+00:00,88,0,0,2,0,en,,,,Thank you @narendramodi for helping #India win the #ThomasCup your #Coaching your #experience and your #guidance has helped India achieve the #impossible @bjp4growth @BJP4Delhi @ArvindKejriwal @sardesairajdeep @RahulGandhi @GujjuMafia @kamaalrkhan #IndiawinsThomasCup @PMOIndia
1526025439873204224,"Thomas Cup Trophy🏆 in the house baby.... 
 Great India 🇮🇳 lifts the Thomas Cup Trophy For the first time in  history. 🔥... 
#ThomasCup #India 🇮🇳",Naveen2202_,"['ThomasCup', 'India']",2022-05-16 02:23:11+00:00,25,0,0,5,0,en,,,,"Thomas Cup Trophy🏆 in the house baby.... 
 Great India 🇮🇳 lifts the Thomas Cup Trophy For the first time in  history. 🔥... 
#ThomasCup #India 🇮🇳"
1526022838808743936,"That Adrenaline Rush of Witnessing India Win #ThomasCup refuses to Cease....
Just Incredible ❣️....
Hoping this Marks A New Dawn For Indian Sports.....
Many More Moments to Come..🤑
#India",Simply_Durgapal,"['ThomasCup', 'India']",2022-05-16 02:12:51+00:00,30,0,0,0,0,en,,,,"That Adrenaline Rush of Witnessing India Win #ThomasCup refuses to Cease....
Just Incredible ❣️....
Hoping this Marks A New Dawn For Indian Sports.....
Many More Moments to Come..🤑
#India"
1526022766079594496,For those who wished for #bronze the #ThomasCup  ... Underestimate #India. Sad @sardesairajdeep,I_am_sago,"['bronze', 'ThomasCup', 'India']",2022-05-16 02:12:34+00:00,55,0,0,0,0,en,,,,For those who wished for #bronze the #ThomasCup  ... Underestimate #India. Sad @sardesairajdeep
1526022114918137857,#India's badminton team makes history winning the iconic #ThomasCup. Congratulations #India. Great accomplishment.,Tkamal147,"['India', 'ThomasCup', 'India']",2022-05-16 02:09:58+00:00,1942,0,1,0,0,en,,,,#India's badminton team makes history winning the iconic #ThomasCup. Congratulations #India. Great accomplishment.
1526020021473841158,Never forget @PRANNOYHSPRI he has been instrumental in pull8ng up every time it is 2-2 to make it 3-2 and win it for #India #ThomasCup,AKASH_SVAR,"['India', 'ThomasCup']",2022-05-16 02:01:39+00:00,23,0,0,2,0,en,,,,Never forget @PRANNOYHSPRI he has been instrumental in pull8ng up every time it is 2-2 to make it 3-2 and win it for #India #ThomasCup
1526013230539083776,Congratulations to the #Indian #badminton team on the extraordinary win at #ThomasCup beating many heavyweights. One of the greatest sports win for #India.,sri50,"['Indian', 'badminton', 'ThomasCup', 'India']",2022-05-16 01:34:40+00:00,1271954,0,7,247,0,en,,,,Congratulations to the #Indian #badminton team on the extraordinary win at #ThomasCup beating many heavyweights. One of the greatest sports win for #India.
1526011966380093440,"చారిత్రాత్మక విజయం!

థామస్ కప్ గెలిచిన భారత బ్యాడ్మింటన్ జట్టుకు హృదయపూర్వక అభినందనలు.

టీమ్ సభ్యులందరికీ ఉజ్వల భవిష్యత్తు కోసం శుభాకాంక్షలు.

 #india #victory #badmintonindia #thomascup",VijayKu57124124,"['india', 'victory', 'badmintonindia', 'thomascup']",2022-05-16 01:29:39+00:00,591,0,1,3,0,te,,,,"చారిత్రాత్మక విజయం!

థామస్ కప్ గెలిచిన భారత బ్యాడ్మింటన్ జట్టుకు హృదయపూర్వక అభినందనలు.

టీమ్ సభ్యులందరికీ ఉజ్వల భవిష్యత్తు కోసం శుభాకాంక్షలు.

 #india #victory #badmintonindia #thomascup"
1525985271673606144,We are India #India #ThomasCup2022 #ThomasCup #ThomasUberCups #TeamIndia #Champions  #sport,ikasanaG,"['India', 'ThomasCup2022', 'ThomasCup', 'ThomasUberCups', 'TeamIndia', 'Champions', 'sport']",2022-05-15 23:43:34+00:00,7,0,0,0,0,en,,,,We are India #India #ThomasCup2022 #ThomasCup #ThomasUberCups #TeamIndia #Champions  #sport
1525976326188015618,"Latest twitter trends in #India:

1. #ThomasCup
2. #vikramtrailer
3. #AndrewSymonds
4. #TeamIndia
5. #Badminton
6. BTS HISTORY MAKERS
7. BTS PAVED THE WAY
8. Giannis
9. SSR Absence Breaks Our Hearts
10. Lakshya Sen",dailyindia,"['India', 'ThomasCup', 'vikramtrailer', 'AndrewSymonds', 'TeamIndia', 'Badminton']",2022-05-15 23:08:02+00:00,3387,0,1,3,0,en,,,,"Latest twitter trends in #India:

1. #ThomasCup
2. #vikramtrailer
3. #AndrewSymonds
4. #TeamIndia
5. #Badminton
6. BTS HISTORY MAKERS
7. BTS PAVED THE WAY
8. Giannis
9. SSR Absence Breaks Our Hearts
10. Lakshya Sen"
